301.461, 0.051
309.832, 0.040
319.726, 0.025
327.622, 0.038
336.125, 0.072
343.819, 0.117
352.128, 0.157
359.510, 0.201
365.331, 0.247
373.683, 0.299
379.981, 0.335
389.458, 0.386
396.629, 0.424
405.374, 0.465
416.200, 0.508
426.313, 0.552
440.346, 0.599
452.695, 0.642
477.699, 0.693
491.640, 0.713
518.853, 0.737
540.309, 0.736
560.657, 0.731
584.237, 0.720
600.936, 0.707
619.576, 0.687
643.256, 0.659
658.484, 0.646
688.516, 0.616
707.919, 0.593
729.178, 0.568
752.602, 0.547
774.943, 0.521
794.612, 0.501
813.859, 0.474
831.929, 0.450
849.841, 0.424
872.158, 0.397
908.565, 0.375
928.578, 0.362
948.705, 0.350
970.833, 0.333
989.992, 0.319
1007.215, 0.309
1029.360, 0.298
1047.217, 0.283
1064.792, 0.277
1083.927, 0.266
1100.617, 0.255
