400.295,47.8
406.689,50.4
410.525,51.9
415.639,53.7
419.049,55.1
422.885,56.4
427.148,57.7
430.984,58.5
433.541,59.5
439.508,60.5
445.902,61.1
451.016,61.7
454.852,62.4
460.393,62.9
465.082,63
470.197,63.1
474.033,63.5
480.852,63.5
487.672,63.8
494.492,64
502.59,64.5
511.115,65
521.77,65.6
534.557,66
546.492,65.7
555.869,65.2
568.23,64.6
579.738,64.2
589.541,63.5
598.066,62.6
606.59,61.6
613.836,60.6
624.492,59.5
635.148,58.3
644.525,56.9
655.18,55.1
666.262,52.8
676.066,50.9
684.59,49
695.672,47.1
708.885,44.7
722.525,42.1
732.754,40.1
749.377,36.7
762.164,34.6
775.377,32.2
787.738,29
803.508,25.7
821.836,23.2
837.607,20.1
856.361,17.6
870.852,15.4
887.475,13.2
902.82,10.8
916.885,9.4
929.246,8
942.885,6.7
954.82,5.5
969.311,4.7
982.951,3.9
998.721,2.7
